Name,Platform,Release_year,Genre,Publisher,Rating
Baseball,NES,1983,Sports,Nintendo,
Killer Instinct,SNES,1995,Fighting,Nintendo,
Dragon Quest VI: Maboroshi no Daichi,SNES,1995,Role-Playing,Enix Corporation,
God of War: Chains of Olympus,PSP,2008,Action,Sony Computer Entertainment,91
Enter the Matrix,PS2,2003,Action,Atari,62
Crisis Core: Final Fantasy VII,PSP,2007,Role-Playing,Square Enix,83
Dance Central,X360,2010,Misc,MTV Games,82
L.A. Noire,PS3,2011,Adventure,Take-Two Interactive,89
Ace Combat 04: Shattered Skies,PS2,2001,Simulation,Sony Computer Entertainment Europe,89
Animal Crossing,GC,2001,Simulation,Nintendo,87
FIFA Soccer 08,PS2,2007,Sports,Electronic Arts,83
Club Penguin: Elite Penguin Force,DS,2008,Adventure,Disney Interactive Studios,
Spider-Man,PS,2000,Action,Activision,87
Mario Party 9,Wii,2012,Misc,Nintendo,73
Need for Speed III: Hot Pursuit,PS,1998,Racing,Electronic Arts,88
Star Wars Episode I Racer,N64,1999,Racing,Nintendo,
Sonic Rush,DS,2005,Platform,Sega,82
Dragon Warrior IV,NES,1990,Role-Playing,Enix Corporation,
Rhythm Heaven,DS,2008,Misc,Nintendo,83
Fallout: New Vegas,PS3,2010,Role-Playing,Bethesda Softworks,82
Personal Trainer: Cooking,DS,2006,Misc,Nintendo,81
The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,Ubisoft,93
The Legend of Zelda: A Link Between Worlds,3DS,2013,Action,Nintendo,91
Resident Evil 6,PS3,2012,Shooter,Capcom,74
Mass Effect 2,X360,2010,Role-Playing,Electronic Arts,96
Dragon Ball Z: Budokai,PS2,2002,Fighting,Atari,67
Madden NFL 2002,PS2,2001,Sports,Electronic Arts,94
World Class Track Meet,NES,1986,Sports,Namco Bandai Games,
Donkey Kong,GB,1994,Platform,Nintendo,
The Sims: Vacation,PC,2002,Simulation,Electronic Arts,75
LEGO Batman: The Videogame,Wii,N/A,Action,Warner Bros. Interactive Entertainment,74
Animal Crossing: Happy Home Designer,3DS,2015,Simulation,Nintendo,66
The Sims 4,PC,2014,Simulation,Electronic Arts,70
Borderlands 2,X360,2012,Shooter,Take-Two Interactive,89
LEGO Batman: The Videogame,DS,2008,Action,Warner Bros. Interactive Entertainment,72
Kung Fu Panda,X360,2008,Action,Activision,75
Mass Effect 3,X360,2012,Role-Playing,Electronic Arts,93
Heavy Rain,PS3,2010,Adventure,Sony Computer Entertainment,87
Rayman,PS,1995,Platform,Ubisoft,
Saints Row 2,X360,2008,Action,THQ,81
Tom Clancy's Splinter Cell,XB,2002,Action,Ubisoft,93
Mike Tyson's Punch-Out!!,NES,1987,Fighting,Nintendo,
WWE SmackDown! Shut Your Mouth,PS2,2002,Sports,THQ,
FIFA 14,PS4,2013,Sports,Electronic Arts,87
Killzone 2,PS3,2009,Shooter,Sony Computer Entertainment,91
Far Cry 3,X360,2012,Shooter,Ubisoft,91
Epic Mickey,Wii,2010,Platform,Disney Interactive Studios,73
NBA 2K13,X360,2012,Sports,Take-Two Interactive,88
Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007,Fighting,Atari,73
wwe Smackdown vs. Raw 2006,PS2,N/A,Fighting,N/A,
Star Fox,SNES,1993,Shooter,Nintendo,
The Sims: Livin Large,PC,2000,Misc,Electronic Arts,82
World Soccer Winning Eleven 6 International,PS2,2002,Sports,Konami Digital Entertainment,93
Devil May Cry,PS2,2001,Action,Capcom,94
Star Wars: The Old Republic,PC,2011,Role-Playing,Electronic Arts,85
Middle-Earth: Shadow of Mordor,PS4,2014,Action,Warner Bros. Interactive Entertainment,84
Sonic Heroes,PS2,2003,Platform,Sega,64
Hitman 2: Silent Assassin,PS2,2002,Action,Eidos Interactive,85
Titanfall,XOne,2014,Shooter,Electronic Arts,86
Battlefield: Bad Company 2,PS3,2010,Shooter,Electronic Arts,88
Wave Race 64,N64,1996,Racing,Nintendo,
SOCOM II: U.S. Navy SEALs,PS2,2003,Shooter,Sony Computer Entertainment,87
WWE SmackDown! vs. RAW 2006,PS2,2005,Fighting,THQ,
Pac-Man Collection,GBA,2001,Puzzle,Atari,79
Street Fighter IV,X360,2009,Fighting,Capcom,93
inFAMOUS,PS3,2009,Action,Sony Computer Entertainment,85
Kirby Super Star Ultra,DS,2008,Platform,Nintendo,76
Call of Duty: Ghosts,XOne,2013,Shooter,Activision,78
FIFA 15,X360,2014,Sports,Electronic Arts,
Super Mario World 2: Yoshi's Island,GBA,2002,Platform,Nintendo,
Mass Effect,X360,2007,Role-Playing,Microsoft Game Studios,91
Sonic Mega Collection Plus,PS2,2004,Misc,Sega,73
World Soccer Winning Eleven 7 International,PS2,2003,Sports,Konami Digital Entertainment,93
Sega Superstars Tennis,X360,2008,Sports,Sega,67
Hot Shots Golf 3,PS2,2001,Sports,Sony Computer Entertainment,85
Cooking Mama: Cook Off,Wii,2007,Simulation,505 Games,61
Call of Duty: Finest Hour,PS2,2004,Shooter,Activision,76
WarioWare: Smooth Moves,Wii,2006,Puzzle,Nintendo,83
Syphon Filter,PS,1999,Shooter,Sony Computer Entertainment,
Imagine: Babyz,DS,2007,Simulation,Ubisoft,
Colin McRae Rally,PS,1998,Racing,Codemasters,
Madden NFL 13,X360,2012,Sports,Electronic Arts,81
The Elder Scrolls III: Morrowind,XB,2002,Role-Playing,Ubisoft,87
Assassin's Creed IV: Black Flag,PS4,2013,Action,Ubisoft,83
Command & Conquer: Red Alert,PC,1996,Strategy,Virgin Interactive,
F-Zero,SNES,1990,Racing,Nintendo,
Yoshi's Story,N64,1997,Platform,Nintendo,
Mortal Kombat,PS3,2011,Fighting,Warner Bros. Interactive Entertainment,84
Madden NFL 10,X360,2009,Sports,Electronic Arts,85
WWE SmackDown! vs. Raw,PS2,2002,Fighting,THQ,
BioShock,X360,2007,Shooter,Take-Two Interactive,96
Metroid Prime,GC,2002,Shooter,Nintendo,97
Assassin's Creed: Brotherhood,PS3,2010,Action,Ubisoft,90
Finding Nemo,GBA,2003,Action,THQ,
Zumba Fitness 2,Wii,2011,Sports,Majesco Entertainment,
Myst,PC,1994,Adventure,Red Orb,
Medal of Honor,PS3,2010,Shooter,Electronic Arts,75
Need for Speed: Most Wanted,PS3,2012,Racing,Electronic Arts,
Imagine: Fashion Designer,DS,2007,Simulation,Ubisoft,
WWE SmackDown! Here Comes the Pain,PS2,2003,Fighting,THQ,
Hot Shots Golf,PS,1997,Sports,Sony Computer Entertainment,
A Bug's Life,PS,1998,Platform,Sony Computer Entertainment,
WWF SmackDown! Just Bring It,PS2,2001,Fighting,THQ,
inFAMOUS: Second Son,PS4,2014,Action,Sony Computer Entertainment,80
Dragon Quest V: Tenkuu no Hanayome,SNES,1992,Role-Playing,Enix Corporation,
Mortal Kombat Trilogy,PS,1996,Fighting,GT Interactive,
Monster Hunter Tri,3DS,2011,Role-Playing,Nintendo,
NBA Street,PS2,2001,Sports,Electronic Arts,89
Jak II,PS2,2003,Platform,Sony Computer Entertainment,87
Ratchet & Clank: Going Commando,PS2,2003,Platform,Sony Computer Entertainment,
Need for Speed: Hot Pursuit,PS3,2010,Racing,Electronic Arts,89
Skylanders: Spyro's Adventure,Wii,2011,Action,Activision,81
Battlefield 3,PC,2011,Shooter,Electronic Arts,89
Mortal Kombat X,PS4,2015,Fighting,Warner Bros. Interactive Entertainment,83
The Sims,PS2,2003,Simulation,Electronic Arts,83
Killzone 3,PS3,2011,Shooter,Sony Computer Entertainment,84
Star Wars: The Force Unleashed,X360,2008,Action,LucasArts,73
Minecraft,XOne,2014,Misc,Microsoft Game Studios,
Yoshi's Island DS,DS,2006,Platform,Nintendo,81
Saints Row: The Third,X360,2011,Action,THQ,84
Missile Command,2600,1980,Shooter,Atari,
Mario Paint,SNES,1992,Misc,Nintendo,
Tekken 6,PS3,2009,Fighting,Namco Bandai Games,79
Pokémon Stadium 2,N64,2000,Strategy,Nintendo,
Metroid,NES,1986,Action,Nintendo,
Sonic and the Secret Rings,Wii,2007,Platform,Sega,69
FIFA 16,PS3,2015,Sports,Electronic Arts,
The Legend of Zelda: A Link to the Past,GBA,2002,Action,Nintendo,95
Onimusha: Warlords,PS2,2001,Action,Virgin Interactive,86
Mario Party,N64,1998,Misc,Nintendo,
L.A. Noire,X360,2011,Adventure,Take-Two Interactive,89
Call of Duty 3,X360,2006,Shooter,Activision,82
Madden NFL 12,X360,2011,Sports,Electronic Arts,78
LEGO Star Wars II: The Original Trilogy,PS2,2006,Action,LucasArts,84
Killzone: Shadow Fall,PS4,2013,Shooter,Sony Computer Entertainment,73
Madden NFL 11,X360,2010,Sports,Electronic Arts,84
Burnout 3: Takedown,PS2,2004,Racing,Electronic Arts,93
Yokai Watch 2 Shinuchi,3DS,2014,Role-Playing,Level 5,
Mortal Kombat,GEN,1992,Fighting,Arena Entertainment,
Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010,Puzzle,Nintendo,79
Professor Layton and the Last Specter,DS,2009,Puzzle,Nintendo,83
Call Of Duty 2: Big Red One,PS2,2005,Shooter,Activision,77
Medal of Honor,PS,1998,Shooter,Electronic Arts,92
Fable,XB,2004,Role-Playing,Microsoft Game Studios,85
Guitar Hero: World Tour,X360,2008,Misc,Activision,85
FIFA 17,XOne,2016,Sports,Electronic Arts,84
Hannah Montana,DS,2006,Action,Disney Interactive Studios,
Tom Clancy's Splinter Cell,PS2,2003,Action,Ubisoft,89
Super Mario Bros.: The Lost Levels,NES,1986,Platform,Nintendo,
Need for Speed: Shift,PS3,2009,Racing,Electronic Arts,84
Star Wars: Shadows of the Empire,N64,1996,Action,Nintendo,
Medal of Honor Heroes,PSP,2006,Shooter,Electronic Arts,71
Final Fantasy XIII-2,PS3,2011,Role-Playing,Square Enix,79
Midnight Club: Street Racing,PS2,2000,Racing,Take-Two Interactive,78
Skate 3,X360,2010,Sports,Electronic Arts,80
ESPN NFL 2K5,PS2,2004,Sports,Sega,90
Halo Wars,X360,2009,Strategy,Microsoft Game Studios,82
NBA 2K12,X360,2011,Sports,Take-Two Interactive,90
Pac-Man: Adventures in Time,PSP,2006,Fighting,Sony Computer Entertainment,
FIFA Soccer 10,X360,2009,Sports,Electronic Arts,90
Medal of Honor,X360,2010,Shooter,Electronic Arts,74
Harry Potter and the Chamber of Secrets,PS2,2002,Action,Electronic Arts,71
Streets of Rage,GEN,1990,Action,Sega,
God of War Collection,PS3,2009,Action,Sony Computer Entertainment,91
NBA Live 2005,PS2,2004,Sports,Electronic Arts,84
Mario Strikers Charged,Wii,2007,Sports,Nintendo,79
FIFA Soccer 09,PS3,2008,Sports,Electronic Arts,87
Style Savvy,DS,2008,Simulation,Nintendo,73
WWE SmackDown vs. RAW 2007,PS2,2006,Fighting,THQ,80
LEGO Star Wars: The Complete Saga,X360,2007,Action,LucasArts,80
Ratchet & Clank: Up Your Arsenal,PS2,2004,Platform,Sony Computer Entertainment,
Madden NFL 08,PS2,2007,Sports,Electronic Arts,78
Monster Hunter Freedom 2,PSP,2007,Role-Playing,Capcom,72
Ratchet & Clank Future: Tools of Destruction,PS3,2007,Platform,Sony Computer Entertainment,
Super Mario All-Stars: Limited Edition,Wii,2010,Platform,Nintendo,
Sonic Adventure 2 Battle,GC,2001,Platform,Sega,73
Dragon Warrior II,NES,1987,Role-Playing,Enix Corporation,
Ghostbusters: The Video Game (DS Version),X360,2009,Action,Take-Two Interactive,
Madden NFL 13,PS3,2012,Sports,Electronic Arts,83
Dragon Age: Origins,X360,2009,Role-Playing,Electronic Arts,86
Pokémon Colosseum,GC,2003,Role-Playing,Nintendo,73
LittleBigPlanet,PSP,2009,Platform,Sony Computer Entertainment,87
Madden NFL 09,X360,2008,Sports,Electronic Arts,83
Space Invaders,2600,N/A,Shooter,Atari,
Crazy Taxi,PS2,2001,Racing,Acclaim Entertainment,80
Art Academy,DS,2010,Misc,Nintendo,75
NBA 2K14,X360,2013,Sports,Take-Two Interactive,87
Perfect Dark,N64,2000,Action,Nintendo,
Skylanders Giants,Wii,2012,Action,Activision,78
Dragon Warrior,NES,1986,Role-Playing,Capcom,
Deca Sports,Wii,2008,Sports,Konami Digital Entertainment,50
PES 2009: Pro Evolution Soccer,PS2,2008,Sports,Konami Digital Entertainment,
Mario Party 2,N64,1999,Misc,Nintendo,
Marvel: Ultimate Alliance,X360,2006,Role-Playing,Activision,82
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,2003,Action,Take-Two Interactive,
Mortal Kombat: Deadly Alliance,PS2,2002,Fighting,Midway Games,79
Game Party,Wii,2007,Misc,Midway Games,25
Bloodborne,PS4,2015,Action,Sony Computer Entertainment,92
Tomb Raider: The Last Revelation,PS,1998,Action,Eidos Interactive,
Mario Party 4,GC,2002,Misc,Nintendo,70
Pure,X360,2008,Racing,Disney Interactive Studios,85
Rock Band,X360,N/A,Misc,Electronic Arts,92
NBA 2K13,PS3,2012,Sports,Take-Two Interactive,90
Saints Row: The Third,PS3,2011,Action,THQ,82
Resistance 2,PS3,2008,Shooter,Sony Computer Entertainment,87
NBA 2K15,PS4,2014,Sports,Take-Two Interactive,83
Final Fantasy V,SNES,1992,Role-Playing,SquareSoft,
Final Fantasy Tactics,PS,1997,Role-Playing,SquareSoft,83
Midnight Club: Los Angeles,PS3,2008,Racing,Take-Two Interactive,82
Twisted Metal 2,PS,1996,Racing,Sony Computer Entertainment,
The Sims: Bustin' Out,PS2,2003,Simulation,Electronic Arts,81
Riven: The Sequel to Myst,PC,1997,Adventure,Red Orb,83
LEGO Harry Potter: Years 1-4,Wii,2010,Action,Warner Bros. Interactive Entertainment,79
Need for Speed (2015),PS4,2015,Racing,Electronic Arts,
Call of Duty: Infinite Warfare,XOne,2016,Shooter,Activision,78
Madden NFL 16,XOne,2015,Sports,Electronic Arts,84
Ice Hockey,NES,1988,Sports,Nintendo,
Sonic Adventure,DC,1998,Platform,Sega,
Tom Clancy's Rainbow Six: Vegas 2,X360,2008,Shooter,Ubisoft,82
uDraw Studio,Wii,2010,Misc,THQ,71
Tomb Raider (2013),PS3,2013,Action,Square Enix,
Need for Speed Carbon: Own the City,PSP,2006,Racing,Electronic Arts,73
Dragon Ball Z: Budokai 2,PS2,2003,Fighting,Atari,66
pro evolution soccer 2011,PS3,2010,Sports,Konami Digital Entertainment,77
ATV Offroad Fury,PS2,2001,Racing,Sony Computer Entertainment,82
Dino Crisis,PS,1998,Action,Capcom,
Need for Speed: ProStreet,PS2,2007,Racing,Electronic Arts,62
Halo: Combat Evolved Anniversary,X360,2011,Shooter,Microsoft Game Studios,82
Tetris Plus,PS,1996,Puzzle,JVC,
Pro Wrestling,NES,1987,Fighting,Nintendo,
Theme Hospital,PC,1997,Strategy,Electronic Arts,
Frogger's Adventures: Temple of the Frog,GBA,N/A,Adventure,Konami Digital Entertainment,73
Monopoly,PC,1994,Misc,Hasbro Interactive,
,GEN,1993,,Acclaim Entertainment,
Guitar Hero,PS2,2005,Misc,RedOctane,91
Madden NFL 11,PS3,2010,Sports,Electronic Arts,83
WCW/nWo Revenge,N64,1998,Fighting,THQ,
Yu-Gi-Oh! The Duelists of the Roses,PS2,2001,Misc,Konami Digital Entertainment,
Dead Island,X360,2011,Action,Deep Silver,71
Half-Life 2,PC,2004,Shooter,Vivendi Games,96
The Incredibles,PS2,2004,Action,THQ,62
Madden NFL 08,X360,2007,Sports,Electronic Arts,85
Tony Hawk's Underground 2,PS2,2004,Sports,Activision,83
Zumba Fitness,X360,2010,Sports,505 Games,42
Madden NFL 10,PS3,2009,Sports,Electronic Arts,85
Kirby's Dream Land 2,GB,1995,Platform,Nintendo,
Midnight Club: Los Angeles,X360,2008,Racing,Take-Two Interactive,81
Donkey Kong Land II,GB,1996,Platform,Nintendo,
Dragon Warrior Monsters,GB,1998,Role-Playing,Eidos Interactive,
Kinect: Disneyland Adventures,X360,2011,Misc,Microsoft Game Studios,73
WWE SmackDown vs Raw 2008,PS2,2007,Fighting,THQ,71
The Legend of Zelda: Majora's Mask 3D,3DS,2015,Action,Nintendo,89
LEGO Indiana Jones: The Original Adventures,Wii,N/A,Action,LucasArts,78
Resident Evil - Code: Veronica X,PS2,2001,Action,Capcom,84
NBA 2K16,XOne,2015,Sports,Take-Two Interactive,86
Kinect Sports: Season Two,X360,2011,Sports,Microsoft Game Studios,66
My Fitness Coach,Wii,2008,Sports,Ubisoft,
Mario Tennis,N64,2000,Sports,Nintendo,
Grand Theft Auto,PS,1997,Action,Take-Two Interactive,
James Bond 007: Everything or Nothing,PS2,2004,Shooter,Electronic Arts,84
Need For Speed: High Stakes,PS,1999,Racing,Electronic Arts,86
Chrono Trigger,SNES,1995,Role-Playing,SquareSoft,
Guild Wars 2,PC,2012,Action,NCSoft,90
Cool Boarders 3,PS,1998,Sports,989 Studios,
Paper Mario: Sticker Star,3DS,2012,Role-Playing,Nintendo,75
WarioWare Touched!,DS,2004,Puzzle,Nintendo,
Batman: Arkham Origins,PS3,2013,Action,Warner Bros. Interactive Entertainment,76
Tomb Raider II,PC,1997,Action,Eidos Interactive,
Yokai Watch Busters,3DS,2015,Action,Level 5,
LEGO Star Wars: The Complete Saga,PS3,2007,Action,LucasArts,80
Need for Speed Underground 2,XB,2004,Racing,Electronic Arts,77
Pro Evolution Soccer 2010,PS3,2009,Sports,Konami Digital Entertainment,78
Mario Bros.,NES,1983,Platform,Nintendo,
FIFA Soccer 09,PS2,2008,Sports,Electronic Arts,82
LEGO Harry Potter: Years 1-4,DS,2010,Action,Warner Bros. Interactive Entertainment,72
The Sims 3,X360,2010,Simulation,Electronic Arts,76
Pokemon Ranger: Shadows of Almia,DS,2008,Role-Playing,Nintendo,68
TOCA Touring Car Championship,PS,1997,Racing,Codemasters,
Dead Island,PS3,2011,Action,Deep Silver,71
Kirby: Nightmare in Dream Land,GBA,2002,Platform,Nintendo,81
Wario Land 4,GBA,2001,Platform,Nintendo,88
Sonic's Ultimate Genesis Collection,PS3,2009,Misc,Sega,80
Far Cry: Primal,PS4,2016,Action,Ubisoft,76
Battlefield 1,XOne,2016,Shooter,Electronic Arts,87
Onimusha 2: Samurai's Destiny,PS2,2002,Adventure,Capcom,84
Cool Boarders 2,PS,1997,Sports,UEP Systems,
Paper Mario: The Thousand-Year Door,GC,2004,Role-Playing,Nintendo,87
Madden NFL 12,PS3,2011,Sports,Electronic Arts,79
God of War: Ascension,PS3,2013,Action,Sony Computer Entertainment,80
Guitar Hero III: Legends of Rock,PS3,2007,Misc,Activision,83
Sonic Advance,GBA,2001,Platform,Sega,87
Super Monkey Ball: Banana Blitz,Wii,2006,Misc,Sega,74
Just Dance Kids,Wii,2010,Misc,Ubisoft,
Call of Duty 3,Wii,N/A,Shooter,Activision,69
New Super Luigi U,WiiU,2013,Platform,Nintendo,77
Assassin's Creed IV: Black Flag,XOne,2013,Action,Ubisoft,
Spyro: Season of Ice,GBA,2001,Platform,Vivendi Games,74
Dissidia: Final Fantasy,PSP,2008,Fighting,Square Enix,79
Madden NFL 25,X360,2013,Sports,Electronic Arts,80
Teenage Mutant Ninja Turtles II: The Arcade Game,NES,1990,Action,Konami Digital Entertainment,
Dance Dance Revolution X2,PS2,2009,Simulation,Konami Digital Entertainment,
Borderlands 2,PS3,2012,Shooter,Take-Two Interactive,91
Prince of Persia: The Sands of Time,PS2,2003,Action,Ubisoft,92
Monster Hunter Tri,Wii,2009,Role-Playing,Nintendo,84
LEGO Marvel Super Heroes,X360,2013,Action,Warner Bros. Interactive Entertainment,80
The Legend of Zelda: Link's Awakening DX,GB,1998,Adventure,Nintendo,
Resident Evil 4,Wii,2007,Action,Capcom,
Tom Clancy's Rainbow Six: Siege,PS4,2015,Shooter,Ubisoft,73
Star Wars: The Force Unleashed,PS3,2008,Action,LucasArts,71
Devil May Cry 3: Dante's Awakening Special Edition,PS2,2006,Action,Capcom,
Frogger,2600,1981,Action,Parker Bros.,
Guitar Hero II,X360,2007,Misc,Activision,92
Forza Motorsport 5,XOne,2013,Racing,Microsoft Game Studios,79
Rock Band 2,X360,2008,Misc,Electronic Arts,92
Pro Yakyuu Family Stadium,NES,1986,Sports,Namco Bandai Games,
Wario Land 3,GB,2000,Platform,Nintendo,
Need for Speed: Hot Pursuit,X360,2010,Racing,Electronic Arts,88
LEGO Indiana Jones: The Original Adventures,DS,2008,Action,Activision,80
BioShock 2,X360,2010,Shooter,Take-Two Interactive,88
High School Musical: Makin' the Cut!,DS,2007,Puzzle,Disney Interactive Studios,
Star Wars: Knights of the Old Republic,XB,2003,Role-Playing,Activision,94
Kirby's Pinball Land,GB,1992,Misc,Nintendo,
Donkey Kong Country,GB,2000,Platform,Nintendo,
Madden NFL 15,PS4,2014,Sports,Electronic Arts,81
Pro Evolution Soccer 2012,PS3,2011,Action,Konami Digital Entertainment,80
Saints Row,X360,2006,Action,THQ,81
Yu-Gi-Oh: Duel Monsters 4,GB,2000,Role-Playing,Konami Digital Entertainment,
ATV Offroad Fury 2,PS2,2002,Racing,THQ,82
FIFA 15,XOne,2014,Sports,Electronic Arts,82
Mario & Luigi: Superstar Saga,GBA,2003,Role-Playing,Nintendo,
Star Wars: Rogue Squadron,N64,1998,Simulation,Nintendo,
Tennis,NES,1984,Sports,Nintendo,
Tom Clancy's The Division,XOne,2016,Shooter,Ubisoft,80
Final Fantasy XIII,X360,2010,Role-Playing,Square Enix,82
The Sims: House Party,PC,2001,Simulation,Electronic Arts,74
Scribblenauts,DS,2009,Puzzle,Warner Bros. Interactive Entertainment,79
Sonic Unleashed,Wii,2008,Platform,Sega,66
Syphon Filter 2,PS,2000,Shooter,Sony Computer Entertainment,
Pokemon Ranger,DS,2006,Role-Playing,Nintendo,69
Volleyball,NES,1987,Sports,Nintendo,
Skylanders SWAP Force,Wii,2013,Platform,Activision,
Overwatch,PS4,2016,Shooter,Activision,90
Hitman: Absolution,PS3,2012,Action,Square Enix,83
SimCity 2000,PC,1992,Simulation,Maxis,
R.C. Pro-Am,NES,1988,Racing,Nintendo,
Super Mario RPG: Legend of the Seven Stars,SNES,1996,Role-Playing,Nintendo,
Mahjong,NES,1983,Misc,Nintendo,
Demon Attack,2600,1981,Shooter,Imagic,
Call of Duty: Roads to Victory,PSP,2007,Shooter,Activision,64
Dance Dance Revolution Extreme,PS2,2004,Simulation,Konami Digital Entertainment,77
Final Fantasy Tactics Advance,GBA,2003,Role-Playing,SquareSoft,87
Your Shape featuring Jenny McCarthy,Wii,2009,Sports,Ubisoft,62
Project Gotham Racing,XB,2001,Racing,Microsoft Game Studios,85
Golf,GB,1989,Sports,Nintendo,
NBA 2K12,PS3,2011,Sports,Take-Two Interactive,90
Tony Hawk's Pro Skater,N64,2000,Sports,Activision,
Need for Speed: Hot Pursuit 2,PS2,2002,Racing,Electronic Arts,89
PES 2009: Pro Evolution Soccer,PS3,2008,Sports,Konami Digital Entertainment,
Dynasty Warriors 4,PS2,2003,Action,Tecmo Koei,78
NBA 2K14,PS3,2013,Sports,Take-Two Interactive,84
Parasite Eve,PS,1998,Role-Playing,SquareSoft,81
Tetris DS,DS,2006,Puzzle,Nintendo,84
Project Gotham Racing (JP weekly sales),XB,2002,Action,Microsoft Game Studios,
Scooby-Doo! Night of 100 Frights,PS2,2002,Platform,THQ,
Battlefield: Hardline,PS4,2015,Shooter,Electronic Arts,73
Mortal Kombat,X360,2011,Fighting,Warner Bros. Interactive Entertainment,86
Borderlands,PS3,2009,Shooter,Take-Two Interactive,83
Devil May Cry 3: Dante's Awakening,PS2,2005,Action,Capcom,84
Derby Stallion,PS,1997,Sports,ASCII Entertainment,
NBA 2K11,X360,2010,Action,Take-Two Interactive,89
Finding Nemo,PS2,2003,Action,THQ,
Dying Light,PS4,2015,Action,Warner Bros. Interactive Entertainment,74
Yokai Watch,3DS,2013,Role-Playing,Nintendo,
Dead Rising,X360,2006,Action,Capcom,85
World of Warcraft: Cataclysm,PC,2010,Role-Playing,Activision,90
Tetris Worlds,PS2,2002,Puzzle,THQ,44
Final Fantasy III,DS,2006,Role-Playing,Square Enix,77
Sim Theme Park,PC,1998,Strategy,Electronic Arts,
Mario Party 5,GC,2003,Misc,Nintendo,69
Rock Band,Wii,N/A,Misc,MTV Games,80
Warcraft: Orcs & Humans,PC,1994,Strategy,Activision,
